race;US;GB;FR;IT;PK;RO;IN;LT;DK;CA;BE;BR;AU;DE;CN;age;engnat;gender;hand;source;country;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32;1;2;1;5;AU;3;1;4;2;4;2;4;1;2;1;4;5;2;4;1;1;4;2;2;1;2;5;1;4;3;5;2;4;5;4;4;4;4;1;3;1;4;2;4;3;4;1;1;1;3;5;4;4;4;4
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;1;2;1;5;CA;3;2;4;2;4;3;4;3;3;4;5;2;5;1;5;5;3;3;5;5;1;4;4;5;2;3;2;4;4;3;3;4;5;2;3;1;5;5;4;4;4;2;4;2;4;3;4;3;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;2;1;US;1;5;1;5;2;5;1;5;3;5;4;4;3;3;2;2;3;2;2;3;2;4;1;4;2;5;2;4;5;3;4;4;4;3;3;2;4;3;2;4;4;2;5;2;4;1;4;4;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;2;US;1;4;2;4;1;4;1;4;1;5;4;3;4;2;3;4;4;4;4;4;3;3;3;3;2;4;3;3;3;2;3;4;4;3;2;4;3;3;4;3;2;3;3;3;2;3;4;2;3;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;1;1;1;US;2;3;3;2;4;2;3;2;3;3;2;3;3;5;2;1;1;1;2;1;2;3;1;4;2;4;3;4;4;4;5;5;5;1;3;4;5;1;5;5;5;1;4;3;5;5;5;4;4;5
8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1;1;1;5;US;3;3;5;1;5;1;5;3;2;2;3;4;4;4;2;1;1;1;1;1;1;4;1;5;1;5;1;5;5;5;4;1;5;1;3;2;5;1;4;5;3;2;5;1;5;1;3;3;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;2;US;1;1;2;3;4;1;1;2;3;3;4;2;5;1;2;5;4;2;5;4;1;5;5;5;1;5;1;5;4;1;5;5;4;5;3;2;5;3;5;4;4;3;4;1;3;2;4;3;3;2
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;2;1;1;US;4;1;4;2;4;1;3;3;3;3;3;4;4;3;2;2;1;1;2;2;2;4;3;4;1;4;1;5;5;3;4;4;4;2;1;4;3;2;2;4;5;2;5;3;3;1;5;5;2;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;2;US;3;2;4;1;4;1;3;1;5;2;4;2;5;2;2;4;4;5;5;5;2;3;4;2;2;2;2;2;2;5;5;2;5;4;4;2;5;2;5;5;5;2;5;2;4;1;5;5;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;1;1;2;US;1;2;2;3;2;3;1;5;5;3;4;1;4;2;1;4;4;2;5;4;2;4;5;3;4;3;4;3;2;2;2;1;5;2;2;3;4;2;5;4;5;1;5;2;5;2;4;5;5;5
12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;US;3;1;5;3;3;2;4;3;5;2;3;4;5;2;1;1;4;3;1;3;1;5;2;5;2;5;3;4;5;5;5;2;5;2;3;2;4;2;3;5;4;1;5;1;5;1;4;4;5;5
13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1;1;1;1;NZ;3;4;4;4;3;3;3;4;2;4;3;2;4;3;2;3;2;3;3;3;4;3;1;4;3;3;3;2;5;3;3;1;5;3;4;1;5;4;5;5;4;2;5;1;4;1;4;3;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;3;2;1;US;1;5;1;5;1;5;1;5;1;5;5;5;5;1;5;5;5;5;5;5;3;4;5;3;1;4;3;5;5;1;4;3;5;4;3;4;5;1;3;5;5;1;5;5;3;1;5;5;5;5
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;1;2;1;1;CA;4;1;4;2;4;2;5;2;5;4;3;3;4;3;2;3;2;2;2;2;3;4;3;4;2;3;1;4;3;5;2;5;4;3;1;5;2;3;1;4;5;2;5;1;3;1;4;5;2;5
13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;1;2;1;1;IN;5;5;2;2;4;5;1;3;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;1;5;1;5;5;5;5;5;5;3;4;5;4;1;1;5;4;1;5;1;5;1;5;2;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;2;1;1;US;4;4;2;4;3;2;4;2;3;4;3;4;4;3;2;5;5;5;5;3;5;4;5;1;4;4;4;3;1;3;3;5;4;4;1;5;3;3;1;1;3;2;5;1;3;1;4;4;4;4
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;1;2;1;2;AU;2;4;3;4;2;2;2;4;2;5;2;4;2;2;2;2;5;4;4;4;2;4;3;4;3;2;2;3;3;2;1;5;5;4;2;4;3;2;2;3;4;2;4;2;3;2;4;3;5;4
11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18;1;1;1;2;AU;4;2;5;2;5;2;5;5;4;2;2;5;3;3;2;2;2;2;1;2;1;5;1;5;2;5;2;5;5;5;4;1;5;2;4;2;4;2;3;5;5;1;4;2;3;1;5;4;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;1;1;1;US;1;5;1;5;1;5;1;5;1;5;2;5;5;5;1;1;1;1;4;1;3;3;1;2;4;1;4;4;4;1;5;1;5;1;5;1;5;1;5;5;5;1;5;1;5;1;5;5;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1;2;2;1;US;3;2;5;1;5;1;5;5;5;2;1;4;4;4;1;1;1;1;1;1;1;5;1;5;1;5;1;5;5;5;4;2;5;1;4;2;5;1;2;4;3;1;4;2;4;1;4;1;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;2;1;5;US;1;5;5;5;3;5;1;5;1;5;5;5;5;1;5;5;5;1;5;1;5;5;1;5;1;5;1;5;5;5;3;1;1;1;1;5;5;5;5;1;3;3;5;5;3;1;5;1;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;1;US;3;1;4;2;4;1;3;3;3;2;3;4;3;5;2;3;1;1;3;1;1;5;2;5;1;5;1;5;5;4;3;2;4;2;3;5;3;2;4;3;3;3;2;1;4;1;3;3;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1;2;3;1;US;3;3;3;3;4;2;2;5;1;4;3;3;4;2;2;3;3;3;3;3;1;5;3;5;1;5;1;5;5;3;3;3;5;3;3;4;3;2;3;4;4;2;4;1;3;1;4;3;5;3
5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;1;US;1;4;5;5;3;3;1;5;1;5;5;3;5;4;1;4;3;4;3;5;5;5;1;5;1;5;1;5;5;5;3;1;5;1;2;4;5;3;3;5;3;4;5;3;5;1;4;4;4;5
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;1;US;1;1;4;4;4;1;2;5;2;4;5;2;5;2;3;5;4;4;4;4;1;5;1;5;1;4;2;5;4;4;5;3;5;3;2;3;4;3;4;5;4;2;5;2;4;2;5;3;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;2;1;5;US;3;2;4;3;5;4;5;4;4;3;5;2;5;3;3;4;2;2;5;3;2;3;1;5;5;5;3;4;4;4;3;3;5;3;3;3;4;3;4;4;5;4;5;3;4;2;3;5;5;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;2;1;5;US;1;4;3;5;1;5;1;5;1;5;3;3;5;2;1;3;3;3;2;3;1;1;1;4;2;4;2;4;4;3;3;2;3;3;5;2;3;2;4;3;1;5;2;4;1;4;2;1;3;1
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;1;1;1;PH;2;3;1;4;5;5;1;5;2;3;5;2;4;3;1;5;5;4;5;3;1;5;4;4;2;5;2;3;4;3;5;3;5;5;5;4;5;3;2;4;3;4;5;2;5;4;5;3;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;2;1;5;US;2;4;2;5;3;3;1;4;1;4;3;5;5;3;4;4;5;4;4;3;2;2;1;3;5;2;5;3;3;4;4;1;3;5;2;4;3;4;4;3;2;4;3;4;3;1;3;4;5;2
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;1;1;5;US;3;1;5;2;5;2;5;4;3;2;4;3;4;3;1;1;3;2;2;2;1;5;1;4;2;5;1;4;5;5;5;1;5;2;4;2;4;1;5;4;4;1;4;2;5;2;4;3;4;4
13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;1;3;1;NZ;3;2;5;2;5;1;3;2;5;2;1;4;4;4;2;2;3;2;4;1;3;4;4;3;1;2;1;2;2;4;5;3;5;2;3;3;3;3;5;5;5;1;5;3;5;1;5;5;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;2;1;2;US;3;2;4;2;4;2;3;4;3;2;2;4;3;3;2;3;3;3;2;3;1;5;2;4;1;4;2;4;4;4;4;3;4;2;3;2;4;2;4;4;4;2;4;2;4;2;4;3;4;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;2;1;1;PH;1;5;1;5;1;5;1;1;1;5;5;1;5;1;5;5;1;3;5;5;1;5;1;4;3;2;2;5;4;1;3;1;5;5;5;5;5;2;5;5;5;5;5;3;4;5;5;5;5;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2;1;1;1;NO;1;3;1;4;3;3;2;5;1;4;5;2;5;1;5;4;4;4;5;5;1;3;3;5;3;3;3;4;5;2;3;3;3;3;1;3;4;2;1;3;3;4;5;3;4;1;5;3;5;5
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;US;5;1;4;3;5;1;4;2;5;4;5;4;3;1;3;4;5;4;5;1;1;5;3;4;2;3;1;3;4;3;4;4;4;5;1;4;4;3;4;3;4;3;4;1;3;1;1;4;5;4
10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;2;2;1;1;AU;1;5;4;4;3;4;1;5;1;5;1;5;4;1;4;4;2;1;4;1;1;3;1;5;5;5;3;5;4;5;4;1;5;2;5;1;5;2;4;3;3;2;3;2;4;3;5;2;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;1;1;5;US;2;2;2;3;4;2;1;3;3;2;4;3;5;1;3;3;5;5;3;5;1;3;2;4;2;4;1;3;3;1;4;4;3;4;1;3;4;4;2;4;5;1;3;1;4;2;5;5;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;5;US;4;1;5;3;5;2;5;5;3;4;3;4;5;3;1;2;2;2;2;2;5;5;1;5;1;5;1;5;5;4;5;2;5;2;5;5;5;3;5;5;3;3;5;3;5;1;5;3;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;1;1;US;1;5;2;4;2;4;1;5;1;5;3;3;4;3;1;2;2;2;2;2;2;4;1;4;2;4;2;3;4;3;4;2;4;1;4;2;4;1;4;4;4;2;5;2;3;2;5;3;4;3
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1;2;1;1;US;1;4;3;5;3;5;1;5;1;5;3;2;5;1;3;3;3;3;4;4;1;1;1;5;3;4;5;2;4;1;3;3;5;1;1;4;3;3;3;3;3;2;5;3;3;1;5;1;5;2
13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;1;2;1;2;AU;1;3;3;3;4;2;1;3;4;3;4;2;4;1;4;3;4;4;3;4;1;5;1;5;1;5;1;3;5;2;3;3;2;3;2;4;2;4;3;2;2;1;3;1;3;2;4;3;5;3
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;1;2;1;1;CN;2;4;2;4;2;1;1;4;4;5;2;2;2;1;1;4;5;5;5;4;2;5;5;4;5;4;4;4;4;2;1;4;4;2;2;4;4;3;1;4;5;1;5;1;4;1;5;5;5;4
13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;2;2;1;1;BR;1;3;3;3;3;3;1;3;3;3;5;2;5;3;3;3;4;3;5;3;3;4;1;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;4;3;2;3;3;3;2;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;2;2;1;US;1;3;1;4;1;2;1;5;2;5;4;2;4;3;2;2;3;3;2;2;1;4;1;5;1;5;2;5;4;4;5;5;5;2;1;3;4;1;3;5;4;1;4;1;4;2;4;4;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;1;1;1;US;1;5;1;5;1;5;1;5;1;5;4;2;4;1;4;1;1;1;4;5;5;4;1;5;1;4;2;4;4;2;4;1;5;3;2;3;4;1;3;2;2;2;3;2;3;2;4;3;5;3
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;2;1;1;PH;4;4;2;4;1;3;1;4;5;5;5;1;5;5;5;1;5;5;5;4;3;3;3;3;2;5;1;4;5;5;4;4;4;3;4;4;1;2;5;5;1;1;5;5;3;1;4;2;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;1;US;1;3;3;5;4;4;2;5;2;5;4;3;5;2;2;3;3;3;4;5;1;5;1;5;1;5;1;5;5;4;2;5;5;5;1;5;2;1;2;4;1;3;5;2;2;1;4;2;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;1;2;1;1;US;3;3;4;3;4;1;4;3;4;2;3;4;2;2;3;3;3;2;2;3;1;2;2;4;1;4;2;5;2;4;2;4;3;3;2;5;4;4;2;5;4;5;1;5;4;3;2;4;2;4
9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;2;1;1;KR;3;4;1;3;2;4;1;5;2;5;5;2;4;4;2;3;5;5;5;5;4;3;3;5;4;3;4;3;4;3;3;4;5;3;1;4;4;5;2;3;4;2;5;3;4;2;3;3;4;4
12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;1;1;1;KE;2;3;4;4;2;2;4;5;4;4;2;5;3;5;2;1;1;1;1;2;4;3;1;4;3;3;2;3;4;4;4;2;5;2;2;4;4;4;2;4;4;1;4;1;4;1;5;4;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;2;1;5;US;5;1;3;3;3;1;5;2;5;4;4;3;5;3;4;3;5;4;3;2;2;5;1;5;2;5;1;4;5;4;2;5;4;5;1;5;1;3;2;3;3;2;5;2;5;1;2;1;4;4
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;1;2;1;1;CA;3;2;2;3;3;3;4;4;4;3;4;2;4;2;3;2;4;4;4;4;1;4;2;4;2;4;2;4;4;4;2;4;4;4;1;4;3;2;3;5;4;5;5;3;3;1;2;3;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;1;US;3;3;4;5;5;3;4;4;4;4;3;4;4;2;3;2;2;2;4;3;4;2;4;2;5;3;3;4;4;4;3;2;4;3;3;1;4;3;4;4;5;2;2;2;4;3;4;4;4;3
11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;32;2;1;1;2;IN;2;4;3;3;3;2;3;4;2;2;1;5;2;4;1;1;2;1;1;2;4;3;1;4;2;3;2;4;4;5;3;2;5;2;3;1;4;2;4;5;5;1;3;1;4;2;5;4;5;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;2;2;1;2;CN;3;1;4;2;5;1;4;1;5;1;3;2;5;1;5;4;5;5;4;4;5;5;4;2;1;2;1;1;2;5;3;4;4;3;1;4;4;5;1;1;3;3;5;1;5;1;3;1;5;5
12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;2;1;1;NG;5;2;5;1;5;1;5;2;5;1;1;3;2;4;2;1;4;1;2;4;1;4;1;5;1;5;1;5;5;5;4;1;5;1;5;1;5;1;5;5;5;2;5;1;5;1;5;4;4;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;22;2;2;1;5;DE;3;1;4;2;5;1;5;3;3;3;2;3;4;2;3;3;3;3;3;1;3;5;1;4;1;4;1;4;4;4;4;1;4;2;2;2;5;2;4;4;2;1;2;2;3;3;5;2;4;2
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;2;2;1;2;CN;3;3;4;3;5;4;2;1;5;5;1;5;2;5;3;1;2;1;1;1;4;4;1;4;1;4;1;1;5;1;2;4;5;1;4;5;3;1;5;5;3;2;5;1;4;1;2;1;3;3
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24;1;2;2;1;AU;5;1;5;1;5;1;5;5;3;1;2;3;5;5;5;3;2;1;2;1;5;5;2;5;2;5;1;5;5;5;3;4;3;1;4;4;5;1;5;2;1;5;3;1;4;1;4;1;4;4
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;2;2;1;1;AU;3;3;5;4;3;2;3;5;3;5;5;3;5;3;3;3;1;1;2;3;1;5;1;5;1;5;1;5;5;4;5;4;5;3;2;3;4;3;4;3;3;2;3;3;3;2;4;2;4;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;1;1;1;PL;4;1;3;3;4;1;3;2;4;3;3;4;5;1;4;4;2;2;5;5;5;3;5;3;5;5;4;2;4;4;3;4;5;4;3;4;4;4;4;4;4;2;5;3;5;1;4;4;5;5
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;1;1;2;US;3;4;2;4;4;3;3;2;3;4;2;4;4;2;2;2;2;2;2;4;2;4;4;4;2;3;3;4;4;4;4;2;4;4;3;2;3;2;3;4;4;1;4;1;4;1;4;4;4;5
13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;20;2;2;2;1;PK;4;4;2;3;3;4;2;3;4;5;5;4;5;3;4;5;5;4;5;4;2;3;1;5;2;5;2;4;5;5;3;4;5;1;4;4;5;3;4;5;3;3;5;3;4;2;4;2;4;3
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1;1;1;1;GB;3;4;4;4;3;3;4;4;1;4;2;5;1;5;2;2;2;1;3;1;1;4;1;4;2;4;2;4;4;3;5;2;4;1;4;2;4;1;4;4;3;2;3;1;4;2;4;1;4;4
3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;29;2;1;1;1;DK;3;1;4;2;4;1;4;2;3;1;3;3;3;4;4;3;2;2;4;2;2;5;3;4;1;4;1;4;3;3;4;2;5;2;2;2;4;2;4;4;5;1;3;1;2;3;5;5;4;2
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;20;2;2;1;1;IN;3;1;5;2;3;2;5;2;4;5;5;3;5;3;3;3;2;3;2;2;5;5;1;5;1;5;1;4;5;4;4;1;4;3;4;1;2;2;3;3;3;3;3;1;3;4;4;1;5;3
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;2;1;1;MP;3;3;3;4;3;3;1;3;2;3;3;3;3;2;3;2;3;3;3;4;1;3;1;5;2;3;2;4;4;3;4;4;2;4;3;5;2;3;2;2;2;3;3;1;2;3;2;1;3;2
5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2;2;1;5;AE;4;5;4;4;2;5;1;1;1;5;1;5;5;1;1;5;5;5;5;3;3;5;5;4;2;5;3;2;5;5;5;4;5;1;2;5;1;2;5;5;5;4;4;3;1;3;5;5;3;4
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;2;1;1;RS;2;2;3;2;4;2;3;2;4;2;3;3;4;2;4;3;4;4;4;3;2;3;2;4;2;3;2;4;3;3;4;1;3;2;2;2;4;3;4;4;5;2;4;2;4;2;4;4;3;4
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;44;1;1;1;5;AU;4;1;4;1;5;2;5;4;4;3;3;4;2;3;4;3;2;3;3;2;1;5;4;5;1;4;1;4;4;5;4;4;2;4;3;2;2;3;2;3;4;2;5;1;4;1;4;4;4;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;2;1;1;PL;2;2;1;4;2;2;2;4;2;5;2;2;4;1;2;2;4;4;2;5;4;4;2;4;2;4;2;4;4;3;2;4;2;2;1;3;2;4;2;3;5;1;5;1;4;1;5;5;4;4
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24;1;2;1;1;AU;2;1;5;2;5;1;3;2;5;2;4;3;5;1;4;2;5;4;5;3;1;4;2;5;1;3;1;4;4;5;3;3;4;2;1;4;5;2;5;4;5;3;5;3;5;1;4;5;3;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;1;1;2;TW;2;3;3;2;3;4;3;4;3;3;4;4;4;3;4;3;4;2;3;3;4;4;2;4;2;4;2;2;4;3;3;2;4;3;3;3;4;3;2;4;4;3;4;2;4;2;3;3;4;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;2;1;1;JP;3;2;4;4;5;3;4;4;4;2;5;4;4;3;5;4;4;4;4;3;2;5;2;4;4;4;2;3;4;3;5;4;4;4;4;3;4;4;3;4;4;3;4;3;4;2;5;3;4;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;35;2;1;1;2;DE;3;4;3;3;3;2;2;3;3;4;4;2;4;3;2;1;2;1;2;3;2;4;1;3;3;5;2;3;4;4;3;4;3;2;2;4;4;1;4;4;5;1;5;1;5;1;5;4;4;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;2;1;1;PH;1;3;1;4;3;3;1;4;3;4;4;3;4;2;4;5;5;4;4;3;1;4;1;4;3;4;2;3;4;3;4;2;4;3;1;4;4;3;4;3;3;2;5;2;4;1;4;4;5;4
3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;20;2;2;1;1;LT;4;4;3;4;3;2;4;5;2;4;4;2;4;2;3;4;3;3;3;4;1;5;3;5;1;4;1;4;5;4;3;3;4;3;2;2;5;2;3;3;4;2;4;2;3;4;3;3;4;4
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;1;2;2;GB;5;2;5;1;5;1;5;5;5;1;1;4;1;5;1;1;2;1;5;1;5;5;4;1;4;2;2;2;2;4;5;1;5;2;5;1;5;2;2;5;5;3;4;3;5;1;5;5;3;5
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;2;2;1;GB;2;2;4;2;4;1;3;4;3;2;3;3;4;4;4;3;3;2;2;2;2;5;3;3;2;2;1;4;2;4;5;1;4;2;3;1;5;3;4;4;4;1;4;1;4;1;4;4;5;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;2;1;2;IE;2;3;3;4;2;3;2;2;2;4;4;2;4;2;3;3;3;3;3;3;1;4;2;4;1;4;2;4;4;3;3;4;4;3;1;4;3;3;3;3;4;3;4;3;3;3;3;2;4;2
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;2;1;1;1;IN;3;4;2;4;4;4;2;4;4;4;4;4;4;4;4;4;5;5;4;4;5;5;2;5;1;5;2;4;5;5;4;1;4;2;4;3;1;4;5;5;5;2;5;1;5;1;4;5;4;5
13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;2;3;1;KE;1;5;2;5;2;5;1;4;2;5;3;2;4;3;3;4;3;3;5;3;3;3;2;4;3;3;3;3;3;2;3;1;3;3;3;3;4;2;3;3;4;2;5;3;4;2;5;4;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;2;1;1;US;5;4;4;2;2;3;2;3;3;5;3;4;2;3;4;5;5;3;5;3;4;2;2;2;4;2;4;3;2;3;2;3;3;2;2;3;4;3;2;3;4;3;4;3;3;2;4;3;5;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;2;1;2;IE;2;2;5;2;4;2;2;2;2;3;2;4;2;4;4;2;2;2;2;2;1;5;3;4;2;4;2;4;4;4;3;4;4;3;2;1;2;2;2;4;5;1;5;2;4;1;4;4;3;4
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;2;1;2;GB;4;1;4;1;5;1;5;2;5;2;3;3;4;3;4;2;4;3;4;3;1;5;2;3;2;4;1;3;2;4;5;4;4;2;2;2;4;1;4;4;4;3;4;2;5;2;5;3;3;4
11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;32;2;2;1;1;DK;3;1;3;5;5;3;3;3;3;3;5;1;5;1;5;5;5;2;5;2;1;3;1;5;1;5;3;3;5;5;3;3;3;3;3;3;5;3;4;5;3;5;3;5;3;3;4;3;3;3
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2;1;1;5;ZA;2;5;4;5;2;5;1;5;3;5;4;2;4;2;2;4;3;2;2;4;2;4;1;5;1;5;1;5;4;4;4;2;4;2;5;3;4;1;4;4;2;4;4;3;4;2;4;1;5;3
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;2;2;1;1;IN;1;4;1;5;2;2;1;5;1;5;2;5;4;1;4;5;5;5;4;5;1;4;2;5;3;4;3;2;4;3;3;5;3;5;2;2;4;3;3;3;4;2;3;1;3;2;4;3;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;1;1;1;US;1;3;2;5;1;1;1;5;1;5;3;5;2;4;2;1;2;1;1;1;1;4;2;5;1;3;2;3;5;3;5;1;5;1;1;1;5;1;1;5;5;1;4;1;5;1;5;5;5;5
13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;1;2;1;1;CA;4;2;3;3;4;4;5;3;3;1;5;3;3;3;1;1;5;5;5;1;1;3;5;1;2;1;2;2;1;5;4;5;5;5;1;4;5;3;3;3;5;1;5;1;3;1;5;5;5;3
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1;2;1;2;US;1;5;2;4;1;4;1;5;1;5;4;2;4;2;4;3;3;3;2;4;2;5;2;4;2;4;2;4;4;1;2;5;2;3;2;4;4;4;2;1;2;3;2;3;3;3;4;1;5;1
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;2;1;1;AT;1;3;3;2;3;5;3;4;1;5;2;4;1;1;3;4;2;1;2;5;2;4;1;5;1;5;1;5;5;5;3;1;3;2;4;5;2;3;2;3;3;1;5;1;4;1;3;2;5;5
11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33;2;2;1;2;CA;1;4;2;3;2;3;2;5;1;3;4;4;3;3;3;3;3;3;3;2;4;3;1;4;3;5;2;3;3;3;3;1;3;1;3;1;5;1;5;3;3;3;3;2;3;1;3;2;3;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;2;1;5;US;3;4;4;4;4;2;2;4;4;5;4;4;4;4;4;4;3;2;4;1;1;4;3;5;1;5;2;5;4;4;3;4;3;2;4;4;3;1;4;4;3;2;5;3;3;1;3;2;4;3
9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;5;ID;3;1;4;2;5;3;3;2;5;2;3;5;2;3;4;3;3;3;4;2;3;5;1;4;3;4;2;2;3;3;2;1;5;2;3;5;2;3;1;3;4;1;5;1;5;1;5;1;2;5
